,title,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
611,Lot to Learn,Luke Christopher,0.405,0.846,6,-3.57,1,0.195,0.0948,0.0,0.0666,0.602,82.232,248337,4
612,Louder (feat. Sian Evans) - Radio Edit,DJ Fresh,0.31,0.926,6,-1.131,0,0.0464,0.0184,0.00792,0.483,0.493,139.85,206776,4
613,Love,Imagine Dragons,0.697,0.507,8,-6.178,1,0.04,0.0535,1.19e-06,0.0469,0.382,82.483,166360,4
614,Lovefool,twocolors,0.677,0.766,6,-6.896,1,0.0568,0.0219,6.81e-06,0.129,0.198,123.062,190488,4
615,Love Life - English Version,John Mamann,0.514,0.724,6,-7.36,1,0.0828,0.159,0.0,0.079,0.673,189.787,174000,4
616,Love Me Again,John Newman,0.495,0.894,2,-4.814,0,0.0441,0.00453,0.000596,0.103,0.213,126.03,239894,4
617,Love Me Like You,Little Mix,0.783,0.63,7,-4.985,1,0.044,0.211,0.0,0.3,0.822,106.053,197787,4
618,"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,0.475,0.606,8,-6.646,1,0.0346,0.247,0.0,0.125,0.282,94.994,252534,4
619,Love My Life,Robbie Williams,0.543,0.686,10,-7.061,1,0.0285,0.00601,5.23e-06,0.133,0.375,95.995,208320,4
620,Love Myself,Hailee Steinfeld,0.616,0.765,0,-6.75,0,0.078,0.0029,0.0,0.149,0.343,122.916,218773,4
621,Love No More,Loud Luxury,0.766,0.674,0,-6.245,1,0.0538,0.0217,5.87e-05,0.258,0.214,121.012,168636,4
622,Love Now (feat. All About She),Calvin Harris,0.733,0.674,3,-4.441,0,0.0316,0.0207,0.173,0.0701,0.464,128.03,218373,4
623,Love on Me,Galantis,0.485,0.91,9,-2.096,1,0.0977,0.113,0.0,0.138,0.649,124.18,205027,4
624,Love On The Brain,Rihanna,0.509,0.637,4,-4.83,0,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006,224000,3
625,Lovers on the Sun (feat. Sam Martin),David Guetta,0.645,0.891,6,-2.505,0,0.0387,0.0932,3.88e-06,0.379,0.568,124.915,203520,4
626,Love Runs Out,OneRepublic,0.719,0.935,7,-3.752,1,0.0589,0.167,0.0,0.0973,0.738,120.022,224227,4
627,Love Someone,Lukas Graham,0.55,0.415,9,-6.557,0,0.052,0.161,0.0,0.108,0.274,172.065,205463,4
628,Love Story,Disco Lines,0.669,0.634,2,-4.3,1,0.0321,0.0685,0.0,0.0597,0.276,127.915,222957,4
629,Love The Way You Lie,Eminem,0.749,0.925,10,-5.034,1,0.227,0.241,0.0,0.52,0.641,86.989,263373,4
630,Love To Go,Lost Frequencies,0.755,0.783,11,-6.256,1,0.176,0.605,0.00663,0.203,0.419,104.022,169354,4
631,Love Yourself,Justin Bieber,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,233720,4
632,Low (feat. T-Pain),Flo Rida,0.918,0.609,10,-5.64,0,0.0791,0.0928,0.0,0.139,0.304,128.008,231400,4
633,Lullaby,Nickelback,0.508,0.832,11,-4.395,1,0.032,0.000372,0.0,0.0859,0.404,136.004,228107,4
634,Lullaby,Sigala,0.725,0.834,5,-3.913,0,0.037,0.0784,1.27e-05,0.0834,0.859,120.026,204022,4
635,Lush Life,Zara Larsson,0.694,0.712,7,-3.923,0,0.046,0.133,0.0,0.211,0.799,98.022,201122,4
636,Ma Cherie - DJ Antoine vs Mad Mark 2k12 Radio Edit,Various Artists,0.644,0.599,8,-6.731,1,0.265,0.0454,1.62e-05,0.0692,0.7,127.877,192520,4
637,Machine,Imagine Dragons,0.638,0.679,4,-5.278,1,0.0425,0.0016,0.00655,0.121,0.596,81.045,181880,4
638,The Mack,Nevada,0.711,0.882,0,-4.276,1,0.0576,0.0626,0.0,0.226,0.56,106.017,167038,4
639,Mad Hatter,Melanie Martinez,0.568,0.692,8,-4.513,1,0.0589,0.0161,0.0,0.148,0.577,92.023,201520,4
640,Mad Love,Mabel,0.631,0.803,0,-2.974,0,0.155,0.675,0.0,0.11,0.62,198.065,169813,4
641,Mad Love,Sean Paul,0.793,0.824,2,-3.476,1,0.177,0.006,3.29e-06,0.169,0.611,98.019,199945,4
642,Magic in the Air (feat. Ahmed Chawki),Magic System,0.621,0.907,2,-3.923,1,0.0474,0.091,0.0,0.067,0.884,128.056,233693,4
643,Magic Symphony,C-BooL,0.714,0.671,6,-7.006,1,0.0345,0.00374,2.92e-05,0.12,0.881,121.967,200779,4
644,Make Up (feat. Ava Max),Vice,0.782,0.651,6,-4.889,0,0.117,0.0601,0.0,0.0907,0.65,122.028,160838,4
645,Make You Mine,PUBLIC,0.606,0.799,9,-4.452,1,0.0261,0.0128,0.0,0.15,0.638,103.014,232907,4
646,Małomiasteczkowy,Dawid Podsiadło,0.573,0.833,6,-8.18,0,0.0469,0.0131,0.000126,0.791,0.451,167.977,203253,4
647,Mama,Jonas Blue,0.738,0.794,11,-4.118,0,0.0416,0.101,0.0,0.0533,0.566,104.014,184134,4
648,MAMACITA,Black Eyed Peas,0.894,0.635,2,-6.929,1,0.0473,0.193,0.00105,0.0823,0.428,105.013,249143,4
649,Mama (feat. Ellie Goulding),Clean Bandit,0.737,0.714,1,-6.138,0,0.0367,0.225,3.79e-06,0.267,0.608,102.046,189973,4
650,Mama Said,Pola Rise,0.672,0.643,6,-8.955,1,0.145,0.396,0.0,0.0975,0.587,87.97,194806,4
651,Mama Said,Lukas Graham,0.712,0.799,7,-4.564,0,0.0703,0.0447,6.4e-05,0.37,0.591,83.996,206903,4
652,Mamma Mia (He's Italiano) - Radio Edit,Elena,0.679,0.724,0,-5.629,1,0.033,0.00266,5.26e-06,0.881,0.856,127.037,217602,4
653,Man Down,Rihanna,0.479,0.906,0,-4.03,0,0.188,0.0406,0.0,0.051,0.536,155.887,266987,4
654,Maps,Maroon 5,0.742,0.713,1,-5.522,0,0.0303,0.0205,0.0,0.059,0.879,120.032,189960,4
655,Marry You,Bruno Mars,0.62,0.832,10,-4.848,1,0.036,0.332,0.0,0.104,0.481,144.926,230120,4
656,Marvin Gaye (feat. Meghan Trainor),Charlie Puth,0.795,0.616,1,-5.281,0,0.06,0.417,0.0,0.349,0.815,110.015,190453,4
658,Me And My Broken Heart,Rixton,0.545,0.775,5,-4.325,0,0.0349,0.00636,0.0,0.192,0.516,174.086,193827,4
659,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,0.643,0.783,10,-6.458,1,0.0856,0.047,0.0,0.083,0.579,154.084,163870,4
660,Me Enamoré,Shakira,0.74,0.879,9,-2.251,0,0.105,0.193,8.25e-05,0.0928,0.948,103.71,226893,4
661,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,0.61,0.83,0,-4.105,1,0.0571,0.033,0.0,0.118,0.728,182.162,193000,4
662,Melody,Lost Frequencies,0.673,0.663,0,-8.472,1,0.0491,0.127,0.0,0.455,0.368,120.041,149009,4
663,Memories,Maroon 5,0.764,0.32,11,-7.209,1,0.0546,0.837,0.0,0.0822,0.575,91.019,189486,4
664,Memories (feat. Kid Cudi),David Guetta,0.546,0.898,8,-3.938,1,0.232,0.00158,6.43e-06,0.229,0.466,130.002,210840,4
665,"Me, Myself & I",G-Eazy,0.756,0.674,0,-6.518,0,0.0959,0.0184,0.0,0.158,0.389,111.995,251467,4
666,Mercy - Acoustic Guitar,Shawn Mendes,0.622,0.346,11,-6.522,0,0.0311,0.747,0.0,0.113,0.428,144.069,221200,4
667,Messy,Kiiara,0.893,0.456,9,-5.82,1,0.167,0.216,0.0,0.326,0.681,108.037,169324,4
668,Me Too,Meghan Trainor,0.934,0.694,11,-5.849,0,0.101,0.0971,1.2e-06,0.477,0.833,123.831,181240,4
669,The Middle,Zedd,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,184732,4
670,Middle,DJ Snake,0.583,0.695,9,-5.336,1,0.0423,0.0141,0.0,0.0527,0.224,104.879,220573,4
671,Midnight City,M83,0.507,0.729,11,-5.399,0,0.0393,0.0182,1.4e-06,0.0658,0.272,105.013,243960,4
672,Midnight (feat. Liam Payne) (Rompasso Remix),Alesso,0.61,0.834,9,-5.528,1,0.112,0.00437,7.57e-06,0.147,0.2,129.953,205846,4
673,Midnight Sky,Miley Cyrus,0.705,0.814,4,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110.0,223279,4
674,Mi Gente,J Balvin,0.548,0.701,11,-4.862,0,0.0914,0.0178,1.34e-05,0.134,0.309,104.237,189029,4
675,Mi Gente,J Balvin,0.548,0.704,11,-4.838,0,0.0777,0.0168,2.25e-05,0.143,0.288,104.666,185040,4
676,Millionaire (feat. Nelly),Digital Farm Animals,0.599,0.842,5,-5.712,1,0.143,0.07,0.0,0.0889,0.428,100.053,185250,4
677,Million Voices - Radio Edit,Otto Knows,0.582,0.894,8,-6.298,1,0.041,0.0022,0.0223,0.0664,0.0694,125.946,192867,4
678,Million Ways,HRVY,0.645,0.803,6,-4.819,1,0.034,0.0312,0.0,0.13,0.471,106.03,169887,4
679,Mine,Bazzi,0.71,0.789,4,-3.874,1,0.0722,0.0161,2.77e-06,0.451,0.717,142.929,131064,4
680,Mirrors,Justin Timberlake,0.574,0.512,5,-6.664,0,0.0503,0.234,0.0,0.0946,0.512,76.899,484147,4
681,Missing,Audiosoulz,0.766,0.916,4,-3.729,0,0.197,0.0174,3.15e-06,0.133,0.179,112.954,183867,4
682,Monster,LUM!X,0.83,0.794,8,-6.279,0,0.432,0.0253,0.0248,0.106,0.607,128.16,154226,4
683,The Monster,Eminem,0.781,0.853,1,-3.68,0,0.0715,0.0525,0.0,0.12,0.624,110.049,250189,4
684,Monster Among Men,5 Seconds of Summer,0.495,0.678,0,-4.627,1,0.0583,0.0918,0.0,0.078,0.475,166.105,192332,4
685,Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,0.652,0.383,2,-7.076,0,0.0516,0.0676,0.0,0.0828,0.549,145.765,178994,4
686,Mood (feat. iann dior),24kGoldn,0.7,0.722,7,-3.558,0,0.0369,0.221,0.0,0.272,0.756,90.989,140526,4
687,Moonlight,Gaullin,0.813,0.761,10,-5.687,0,0.085,0.0529,0.0119,0.337,0.29,124.957,173067,4
688,Moonlight,Ariana Grande,0.633,0.412,9,-7.339,1,0.0284,0.42,3.57e-06,0.048,0.214,102.215,202360,3
689,More Than Friends,INNA,0.771,0.768,11,-6.345,1,0.0573,0.033,0.000181,0.524,0.963,128.031,237796,4
690,More Than Words (feat. MNEK),Sleepwalkrs,0.669,0.893,5,-5.041,0,0.0396,0.0216,0.0011,0.248,0.713,124.04,167255,4
691,More Than You Know,Axwell /\ Ingrosso,0.646,0.741,5,-4.973,0,0.034,0.0275,0.0,0.312,0.571,123.077,203000,4
692,Mother's Daughter,Miley Cyrus,0.598,0.856,6,-4.161,0,0.158,0.00707,0.00118,0.139,0.573,182.064,219080,4
693,Move in the Right Direction,Gossip,0.76,0.877,2,-3.681,0,0.0355,0.0329,0.432,0.143,0.423,126.977,211853,4
694,Moves Like Jagger - Studio Recording From The Voice Performance,Maroon 5,0.722,0.758,11,-4.477,0,0.0471,0.0111,0.0,0.308,0.62,128.047,201160,4
695,Move Your Body - Single Mix,Sia,0.664,0.883,10,-3.406,0,0.0353,0.00151,0.0926,0.072,0.381,127.962,252080,4
696,Mr. Saxobeat - Radio Edit,Alexandra Stan,0.726,0.931,11,-4.152,0,0.0468,0.0218,0.000283,0.143,0.797,126.976,195105,4
697,Muddy Waters,LP,0.502,0.454,8,-9.712,0,0.0722,0.423,1.22e-05,0.342,0.254,124.16,227484,4
698,Music Will Save The World,DJ Inox,0.833,0.792,5,-5.381,0,0.0436,0.0494,2.32e-05,0.331,0.47,124.981,200640,4
699,My Fault,Imagine Dragons,0.591,0.811,7,-6.146,1,0.041,0.112,0.00774,0.111,0.479,108.487,175333,4
700,My House,Flo Rida,0.688,0.702,7,-4.792,0,0.0499,0.0215,0.0,0.128,0.74,94.006,192191,4
701,My Love (feat. Jess Glynne),Route 94,0.814,0.622,8,-7.573,1,0.0492,0.000132,0.72,0.0658,0.726,119.976,259934,4
702,My Oh My (feat. DaBaby),Camila Cabello,0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,170746,4
703,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,0.558,0.924,9,-4.341,0,0.064,0.0271,3.32e-06,0.537,0.567,151.99,186827,4
704,My Type,Saint Motel,0.596,0.897,10,-2.94,1,0.0462,0.0641,5.24e-05,0.0628,0.578,118.0,206394,4
705,My Way,Ava Max,0.685,0.621,9,-4.877,0,0.0412,0.0623,0.0,0.0901,0.396,100.004,141598,4
706,My Way,Calvin Harris,0.819,0.913,4,-3.059,0,0.0427,0.0935,3.72e-05,0.161,0.536,119.989,219160,4
707,Naked,Sedric Perry,0.728,0.72,0,-7.525,0,0.6,0.37,0.0,0.224,0.719,110.834,214078,4
708,Naked - With My Headphones On,Rat City,0.562,0.872,6,-2.924,0,0.104,0.0314,0.0,0.445,0.73,169.988,183854,4
709,Narcotic,Younotus,0.749,0.668,10,-5.964,0,0.0608,0.0373,0.000272,0.045,0.366,108.0,192387,4
710,Narcotic - YouNotUs Club Mix,Younotus,0.862,0.494,10,-7.744,0,0.0587,0.000419,0.0431,0.0515,0.253,122.007,327360,4
711,Natural,Imagine Dragons,0.704,0.611,2,-6.112,1,0.0409,0.217,0.0,0.0812,0.22,100.0,189467,4
712,Needed Me,Rihanna,0.671,0.314,5,-8.091,0,0.244,0.11,0.0,0.0825,0.296,110.898,191600,4
713,Need U (100%) [feat. A*M*E] - Radio Edit,Duke Dumont,0.681,0.835,0,-5.705,0,0.049,0.00176,0.00183,0.354,0.469,124.047,174853,4
714,Never Be Alone,Valntn,0.674,0.7,5,-7.091,0,0.032,0.0523,0.0,0.293,0.535,110.111,194938,4
715,Never Be Alone,Shawn Mendes,0.376,0.466,10,-6.927,1,0.0353,0.514,5.8e-05,0.0781,0.276,199.835,215813,4
716,Never Be Like You,Flume,0.56,0.551,0,-5.446,1,0.0563,0.445,0.0,0.163,0.263,119.777,233337,4
717,Never Be the Same,Camila Cabello,0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.137,0.243,129.923,226973,4
718,Never Forget You,Zara Larsson,0.583,0.732,11,-5.728,0,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,213428,4
719,Never Give Up,Sia,0.568,0.936,6,-2.961,0,0.053,0.00497,0.0138,0.12,0.605,91.009,221987,4
720,Never Go Away - Radio Edit,C-BooL,0.61,0.812,11,-7.519,1,0.0297,0.0589,0.00021,0.168,0.544,121.961,228443,4
721,Never Going Back,The Score,0.546,0.619,6,-6.09,0,0.042,0.0122,0.0,0.0585,0.625,159.982,197680,4
722,Never Let Me Down,VIZE,0.758,0.848,10,-3.84,1,0.0457,0.21,0.0,0.114,0.706,127.96,153149,4
723,Never Let You Go (feat. John Newman),Kygo,0.735,0.747,10,-4.959,1,0.0837,0.0741,0.0,0.103,0.555,123.025,232907,4
724,Never Let You Go (feat. John Newman) - Acoustic Version,Kygo,0.481,0.351,10,-8.416,1,0.0421,0.925,0.00735,0.112,0.189,125.13,239453,4
725,Never Let You Go (feat. John Newman) - Jack Wins Remix,Kygo,0.667,0.841,10,-6.98,1,0.104,0.0075,1.45e-05,0.7,0.441,124.968,209467,4
726,Nevermind,Dennis Lloyd,0.6,0.688,5,-8.339,0,0.201,0.159,1.29e-05,0.409,0.0793,99.977,156600,4
727,Never Our Fault,Lucas Estrada,0.725,0.789,9,-4.817,0,0.0357,0.0969,0.0,0.132,0.479,124.044,181719,4
728,Never Really Over,Katy Perry,0.77,0.881,8,-4.776,1,0.067,0.217,0.0,0.324,0.367,99.995,223297,4
729,Never Say Goodbye,Audiosoulz,0.661,0.888,2,-3.17,0,0.0343,0.0312,0.00318,0.17,0.347,116.044,183763,4
730,New Rules,Dua Lipa,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320,4
731,New Vibe Who Dis (feat. Little League),Madison Mars,0.699,0.933,10,-3.504,0,0.175,0.16,5.62e-06,0.196,0.646,123.91,191500,4
732,Next To You,Alex Alexander,0.806,0.668,6,-8.597,0,0.206,0.151,0.0,0.0657,0.528,121.977,202623,4
733,Next Up Forever,AJR,0.373,0.569,10,-7.846,1,0.0515,0.205,4.19e-05,0.377,0.274,89.918,256547,4
734,Nic Do Stracenia,Mrozu,0.634,0.924,1,-2.634,1,0.142,0.0413,1.28e-05,0.182,0.858,110.001,215440,4
735,Nic Tu Po Mnie,Michał Szczygieł,0.934,0.82,8,-4.98,1,0.0711,0.0515,0.0,0.0825,0.935,112.005,175606,4
736,The Nights,Avicii,0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983,176658,4
737,NO,Meghan Trainor,0.557,0.803,1,-3.599,0,0.213,0.0124,1.61e-06,0.737,0.657,92.134,213507,4
738,Nobody,Martin Jensen,0.673,0.687,6,-5.295,0,0.0623,0.269,0.0,0.181,0.524,96.964,211040,4
739,Nobody's Love,Maroon 5,0.486,0.567,1,-6.456,1,0.0379,0.31,0.0,0.0949,0.154,93.68,211254,4
740,Nobody To Love - Radio Edit,Sigma,0.441,0.921,8,-3.32,1,0.0436,0.000526,6.34e-06,0.177,0.182,175.001,189720,4
741,No Control,One Direction,0.558,0.916,1,-3.145,0,0.0839,0.0278,0.0,0.0296,0.85,142.984,199720,4
742,No Excuses,Meghan Trainor,0.827,0.658,6,-3.846,1,0.0517,0.0224,0.0,0.0417,0.523,115.016,152862,4
743,No Lie,Sean Paul,0.741,0.891,7,-2.824,1,0.119,0.0437,0.0,0.256,0.449,102.002,221176,4
744,No Money,Galantis,0.674,0.915,6,-3.999,0,0.0411,0.0282,0.00337,0.273,0.78,126.038,191293,4
745,No Promises (feat. Demi Lovato),Cheat Codes,0.741,0.667,10,-5.445,1,0.134,0.0575,0.0,0.106,0.595,112.956,223504,4
746,Normal,AJR,0.588,0.337,6,-9.829,0,0.0321,0.923,2.63e-06,0.159,0.317,95.981,185443,4
747,No Roots,Alice Merton,0.863,0.673,4,-6.576,0,0.1,0.258,0.00271,0.0745,0.821,115.952,237053,4
748,No Shame,5 Seconds of Summer,0.576,0.807,7,-3.019,1,0.0374,0.0185,2.45e-06,0.0963,0.48,90.932,192737,4
749,No Sleep (feat. Bonn),Martin Garrix,0.44,0.635,11,-6.385,1,0.0326,0.129,0.0,0.121,0.327,128.133,207095,4
750,Not Afraid,Eminem,0.855,0.954,0,-1.19,0,0.264,0.529,0.0,0.205,0.668,114.635,248133,5
751,Not Alone (feat. RHODES),Kygo,0.674,0.587,0,-9.21,1,0.0266,0.343,7.9e-05,0.189,0.444,94.01,205307,4
752,no tears left to cry,Ariana Grande,0.699,0.713,9,-5.507,0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,205920,4
753,Nothing Breaks Like a Heart - Dimitri from Paris Remix,Mark Ronson,0.592,0.8,7,-4.62,0,0.0614,0.0619,0.0,0.138,0.333,114.009,212463,4
754,Nothing Left (feat. Will Heard),Kygo,0.679,0.576,4,-6.609,0,0.0402,0.261,0.000113,0.366,0.348,154.09,236683,4
755,Nothing Like This,Blonde,0.724,0.846,8,-4.683,0,0.0373,0.1,0.0,0.054,0.945,124.006,183646,4
756,Nothing Really Matters,Tiësto,0.731,0.848,5,-4.254,0,0.0423,0.00495,1.81e-06,0.281,0.688,123.022,157478,4
757,Nothing Stopping Me (feat. Kat Nestel),Vicetone,0.601,0.801,5,-2.425,1,0.0473,0.139,0.0,0.103,0.377,126.955,223225,4
758,Not Ok,Kygo,0.618,0.66,11,-8.14,0,0.0372,0.0292,2.07e-06,0.325,0.408,105.0,210944,4
759,Not So Bad (feat. Emie),Yves V,0.74,0.674,11,-4.374,1,0.0476,0.00903,0.238,0.154,0.231,126.017,153697,4
760,Not Your Barbie Girl,Ava Max,0.745,0.642,6,-4.138,0,0.0506,0.103,0.0,0.0335,0.35,120.063,186520,4
761,No Vacancy,OneRepublic,0.72,0.727,5,-3.882,1,0.0489,0.0556,0.0,0.138,0.481,99.994,223190,4
762,Nowhere Fast (feat. Kehlani),Eminem,0.7,0.74,11,-4.617,1,0.184,0.254,0.0,0.0682,0.663,79.015,264173,4
763,No Witness,LP,0.551,0.709,5,-7.901,1,0.0359,0.206,0.0,0.12,0.436,78.536,208258,4
764,Oasis (feat. Foxes),Kygo,0.606,0.67,8,-6.807,1,0.047,0.138,6.6e-06,0.354,0.212,119.96,237920,4
765,Obsessed,Dynoro,0.582,0.826,11,-4.599,0,0.0612,0.0614,2.7e-06,0.108,0.201,117.948,209933,4
766,Ocean Drive,Duke Dumont,0.686,0.718,8,-5.054,0,0.0431,0.00637,0.000703,0.119,0.557,115.026,206320,4
767,Ocean (feat. Khalid),Martin Garrix,0.506,0.693,0,-7.265,0,0.0412,0.584,9.58e-05,0.0891,0.221,139.912,216420,4
768,The Ocean (feat. Shy Martin),Mike Perry,0.632,0.575,5,-6.478,1,0.029,0.0225,1.81e-06,0.104,0.188,90.037,183414,4
769,Of The Night,Bastille,0.67,0.829,5,-7.2,0,0.0427,0.0192,0.000225,0.089,0.349,125.01,214206,4
770,OK,Robin Schulz,0.653,0.81,7,-6.032,0,0.0558,0.118,0.0,0.126,0.583,121.951,189307,4
771,Old Friend,Jack Be,0.229,0.538,10,-7.085,1,0.0327,0.522,0.122,0.144,0.518,171.729,214500,4
772,Old Me,5 Seconds of Summer,0.721,0.62,0,-3.639,1,0.0483,0.313,0.0,0.26,0.473,127.979,186786,4
773,Old Town Road,Lil Nas X,0.907,0.53,1,-6.112,1,0.127,0.0578,2.23e-06,0.101,0.507,135.998,113000,4
774,Omen - Radio Edit,Disclosure,0.671,0.786,8,-4.857,1,0.14,0.115,0.0,0.363,0.621,106.057,196817,4
775,Once In a While,Timeflies,0.786,0.687,0,-5.914,1,0.141,0.00758,0.0,0.619,0.345,105.021,215160,4
776,One Call Away,Charlie Puth,0.667,0.613,1,-5.353,1,0.0344,0.403,0.0,0.115,0.47,91.024,194453,4
777,One Day / Reckoning Song (Wankelmut Remix) - Radio Edit,Asaf Avidan,0.826,0.668,3,-6.329,0,0.0571,0.223,6.92e-05,0.167,0.534,118.99,215187,4
778,One Kiss (with Dua Lipa),Calvin Harris,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,214847,4
779,One Last Time,Ariana Grande,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65e-06,0.096,0.104,125.026,197267,4
780,One Last Time (feat. Jesper Jenset),Gromee,0.644,0.758,6,-4.931,0,0.102,0.0809,0.0,0.256,0.665,104.891,207412,4
781,One More Night,Maroon 5,0.716,0.821,5,-3.435,0,0.0314,0.0558,0.0,0.0844,0.618,92.997,219547,4
782,One Night in Ibiza - Radio Mix,Mike Candys,0.685,0.91,2,-3.716,1,0.0989,0.0216,2.05e-05,0.16,0.323,126.987,153942,4
783,One Night In the Sun,LP,0.525,0.646,7,-5.977,1,0.0316,0.698,0.00749,0.11,0.203,125.042,264307,3
784,The One That Got Away,Katy Perry,0.687,0.792,1,-4.023,0,0.0353,0.000802,0.0,0.2,0.864,133.962,227333,4
785,One Way or Another (Teenage Kicks),One Direction,0.489,0.867,4,-3.121,0,0.071,0.025,0.0,0.586,0.409,162.131,157293,4
786,On Fire,RudeLies,0.7,0.964,6,-3.416,0,0.0425,0.00293,0.17,0.261,0.169,128.02,193594,4
787,Only,Imagine Dragons,0.691,0.803,9,-5.029,1,0.0355,0.015,0.0,0.0862,0.424,104.997,180733,4
788,Only Girl (In The World),Rihanna,0.789,0.716,11,-4.241,0,0.0432,0.129,1.07e-05,0.069,0.611,125.906,235493,4
789,Only Human,Jonas Brothers,0.795,0.496,0,-5.883,1,0.0722,0.108,0.0,0.0645,0.874,94.01,183000,4
790,Only One - Radio Edit,Sigala,0.626,0.938,7,-3.005,1,0.0944,0.0039,0.000452,0.599,0.518,124.932,203907,4
791,Only Thing We Know,Alle Farben,0.861,0.71,7,-5.318,1,0.0897,0.159,1.91e-05,0.0611,0.667,119.986,172160,4
792,Only Us,Kygo,0.424,0.402,9,-10.652,1,0.0617,0.646,5.11e-06,0.104,0.199,82.002,202466,5
793,On My Mind,Disciples,0.741,0.893,0,-2.549,0,0.0384,0.0435,3.19e-05,0.0371,0.733,122.056,185846,4
794,On My Mind,Ellie Goulding,0.702,0.705,0,-6.666,1,0.0543,0.258,5.93e-06,0.0879,0.743,154.911,213445,4
795,On My Way,Tiësto,0.634,0.775,7,-4.09,1,0.0346,0.00856,0.0,0.28,0.539,123.977,183710,4
796,On My Way,Alan Walker,0.509,0.689,1,-4.929,0,0.102,0.0209,0.0,0.301,0.297,170.087,193798,4
797,On N On (feat. Leony),VINAI,0.772,0.883,4,-4.494,1,0.0372,0.195,2.87e-05,0.347,0.557,124.078,151935,4
798,On Our Way,The Royal Concept,0.581,0.793,1,-5.949,1,0.0914,0.0084,0.0,0.183,0.352,130.902,193853,4
799,On The Beach,Jubël,0.737,0.768,7,-4.207,0,0.0434,0.0102,0.000379,0.0961,0.614,122.009,188847,4
800,On The Floor,Jennifer Lopez,0.73,0.777,3,-5.194,0,0.0496,0.105,0.000478,0.0691,0.575,130.0,284867,4
801,On Top Of The World,Imagine Dragons,0.631,0.924,0,-5.589,1,0.146,0.0841,3.59e-06,0.084,0.755,100.045,192280,4
802,Open Your Eyes,Sam Feldt,0.658,0.863,5,-5.544,0,0.0396,0.0023,3.9e-05,0.0812,0.382,121.927,188813,4
803,Ophelia,The Lumineers,0.664,0.573,5,-6.519,1,0.0277,0.613,0.000363,0.0857,0.566,76.023,160097,4
804,Orphans,Coldplay,0.503,0.808,11,-5.051,0,0.0451,0.0258,0.00149,0.557,0.282,107.973,197533,4
805,The Other,Lauv,0.38,0.553,7,-6.621,1,0.0653,0.421,2.63e-06,0.0788,0.384,179.629,189333,4
806,Other People,LP,0.496,0.656,4,-6.416,1,0.0306,0.0651,0.0,0.232,0.555,91.011,244892,4
807,The Other Side,Jason Derulo,0.561,0.836,9,-3.939,1,0.1,0.0525,0.0,0.136,0.517,127.923,226987,4
808,Outside (feat. Ellie Goulding),Calvin Harris,0.646,0.823,2,-4.123,0,0.0394,0.213,0.0,0.322,0.418,128.035,227267,4
809,Outta My Head,THRDL!FE,0.747,0.673,1,-6.419,0,0.0871,0.0614,0.000136,0.177,0.311,124.048,166870,4
810,Overdrive,Calvin Harris,0.631,0.945,0,-3.674,1,0.04,0.0287,0.913,0.967,0.4,127.983,291960,4
811,Over Now (with The Weeknd),Calvin Harris,0.612,0.884,4,-4.113,0,0.0454,0.0759,0.00132,0.247,0.679,178.043,210795,4
812,Overture,AJR,0.381,0.65,7,-4.266,1,0.038,0.132,1.19e-06,0.0368,0.312,132.184,214407,4
813,Paradise,George Ezra,0.642,0.881,11,-3.537,1,0.0393,0.209,0.0,0.21,0.913,138.03,222045,4
814,Paradise,Coldplay,0.449,0.585,5,-6.761,1,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,278719,4
815,Paradise (feat. Benjamin Ingrosso),Ofenbach,0.759,0.804,11,-4.988,0,0.0319,0.0549,0.0,0.0782,0.96,121.94,154547,4
816,Paradise - Radio Edit,Benny Benassi,0.592,0.865,11,-5.426,1,0.0494,0.00923,0.0,0.12,0.511,127.877,233169,4
817,parents,YUNGBLUD,0.618,0.823,7,-4.76,1,0.0447,0.0132,0.0,0.288,0.58,82.004,171880,4
818,Paris,The Chainsmokers,0.653,0.658,2,-6.428,1,0.0304,0.0215,1.66e-06,0.0939,0.219,99.99,221507,4
